id,role,type,job_desc,year,qualification,experience,tech_skills,soft_skills
97,AI Engineer,Senior,"• 5+ years of experience in AI/ML engineering with strong software development fundamentals.
• Strong programming skills in Python; knowledge of SQL and Java is an advantage.
• Hands-on experience in Machine Learning, Deep Learning, and Natural Language Processing (NLP).
• Experience building Generative AI applications using Large Language Models (LLMs).
• Strong expertise in Prompt Engineering, Retrieval-Augmented Generation (RAG), AI Agents, and Agentic AI.
• Hands-on experience with AI frameworks such as LangChain, LangGraph, LlamaIndex, Hugging Face, and OpenAI SDK.
• Experience working with vector databases such as Pinecone, FAISS, ChromaDB, Milvus, or Weaviate.
• Proficiency in ML frameworks and libraries including PyTorch, TensorFlow, Scikit-learn, XGBoost, Pandas, and NumPy.
• Experience developing and deploying REST APIs using FastAPI or Flask.
• Good understanding of MLOps, including MLflow, Kubeflow, model deployment, monitoring, model versioning, and CI/CD pipelines.
• Experience with Docker, Kubernetes, Git, GitHub Actions, or Jenkins.
• Hands-on experience with at least one cloud platform: AWS, Azure, or GCP, including AI services such as SageMaker, Azure OpenAI, AWS Bedrock, or Vertex AI.
• Experience working with relational and NoSQL databases such as PostgreSQL, MySQL, MongoDB, or Redis.
• Knowledge of software engineering best practices, scalable system design, and Agile development methodologies.
• Excellent analytical, problem-solving, communication, and stakeholder management skills.
• Ability to work collaboratively in cross-functional teams and deliver production-grade AI solutions. ",2026,None,5-10,"Python, Java, SQL, NLP, GenAI, LLMs, RAG, Prompt Engineering, Agents, LangChain, LangGraph, LlamaIndex, Hugging Face, OpenAI, APIs, VectorDB, Pandas, Numpy, Scikit-Learn, TensorFlow/PyTorch, MLflow, MLOps, CI/CD, Git, Github, Docker, Kubernetes, AWS/Azure, System Design","Communication, Problem Solving"
98,AI Engineer,Senior,"• 8–10 years of software engineering experience.
• Strong hands-on experience with LangChain and LangGraph (Mandatory).
• Strong knowledge of Agentic AI and Large Language Models (LLMs).
• Proficiency in Python.
• Experience with RAG architectures, vector databases, embeddings, and prompt engineering.
• Experience integrating AI models through APIs and AI orchestration frameworks.
• Strong understanding of software design principles and scalable application architecture.
• Excellent analytical and problem-solving skills. ",2026,None,5-10,"Python, ML, LLMs, Agents, LangChain, LangGraph, RAG, VectorDB, System Design, Prompt Engineering","Communication, Problem Solving, Analytical Skills"
99,AI Engineer,Senior,"AI & Machine Learning
• Strong expertise in Machine Learning, Deep Learning, and Data Science.
• Hands-on experience with Generative AI and Large Language Models (LLMs).
• Experience with Prompt Engineering, Fine-Tuning, and Model Evaluation.
• Strong understanding of NLP, embeddings, vector search, and semantic retrieval.
Frameworks & Tools
• Python programming expertise.
• Experience with TensorFlow, PyTorch, Scikit-learn, LangChain, LlamaIndex, or
similar frameworks.
• Experience working with OpenAI, Anthropic, Gemini, Claude, Llama, Mistral, or
equivalent models.
RAG & Vector Databases
• Experience building production-grade RAG systems.
• Hands-on experience with vector databases such as Pinecone, Weaviate,
ChromaDB, Milvus, or FAISS.
• Knowledge of embedding models and retrieval strategies.
MLOps & Deployment
• Strong experience with MLOps practices and model lifecycle management.
• Experience with Docker, Kubernetes, CI/CD pipelines, and model monitoring.
• Expertise in deploying AI/ML solutions in production environments.
Cloud & Infrastructure
• Experience with AWS, Azure, or Google Cloud Platform (GCP).
• Understanding of scalable cloud-native architectures.
• Experience with REST APIs, microservices, and distributed systems.
Preferred Qualifications
• Experience leading AI/ML projects and mentoring engineering teams.
• Knowledge of AI governance, model security, and responsible AI practices.
• Exposure to multi-agent systems and autonomous AI workflows.
• Contributions to open-source AI projects or published research are a plus.
Educational Qualification
• Bachelor's or Master's degree in Computer Science, Artificial Intelligence, Data
Science, Machine Learning, or a related field. ",2026,Bachelors/Masters,5-10,"Python, ML, GenAI, LLMs, Prompt Engineering, NLP, VectorDb, RAG, TensorFlow/PyTorch, Scikit-Learn, Agents, LangChain, LangGraph, LlamaIndex, APIs, MLOps, CI/CD, Docker, Kubernetes, Git, Github, AWS/Azure, OpenAI","Communication, Problem Solving"
100,AI Engineer,Senior,"Success in this role requires:
• Mentoring and helping others to grow as engineers and developers
• Have excellent written and verbal communication skills
• Ability to excel in a distributed, remote team environment
• Self-drive to work on key initiatives
• Take pleasure in making things happen and listen to the input from peers
• Data-driven decision-making skills
• Embracing a best-idea-wins approach, regardless of the source
• Collaboration with cross-functional teams to define, design, and ship new features
• Staying current with emerging trends and technologies in AI and cloud computing
We are looking for:
• 10+ years of experience in building large-scale cloud-based distributed applications
• Strong experience in building multi-tenant SaaS applications
• Expertise with AI technologies, including LLM models, RAG, LangChain, and LlamaIndex
• Ability to design and develop scalable and robust AI-driven applications
• Excellent problem-solving, debugging, and analytical skills with great attention to detail
• Experience with microservices and cloud-based architectures/design patterns
• Demonstrated proficiency in English at the C1 level
Technical Skills:
• Extensive experience in Python and Java
• Proficient with NLP libraries and tools (spaCy, NLTK, Hugging Face Transformers)
• Skilled in model deployment frameworks (TensorFlow Serving, MLflow, Kubernetes-based deployments)
• Hands on Experience with ETL processes, data pipelines, and data warehousing solutions
• Expertise with top-tier datastores (MongoDB, AWS DocumentDB, SQL Server, MySQL)
• Proficient in Linux
• Experience with Apache Tomcat, Nginx, AWS, Docker, and Kubernetes
• Familiarity with CI/CD pipelines and tools (Jenkins, GitLab CI, CircleCI)
• Understanding of container orchestration tools and concepts
• Knowledge of security best practices in cloud and distributed applications
• Experience with infrastructure as code (IaC) tools (Terraform, CloudFormation). ",2026,None,15+,"Python, LLMs, RAG, Agents, LangChain, LangGraph, LlamaIndex, NLP, TensorFlow/PyTorch, ML, Github, Git, AWS/Azure, CI/CD, SQL, MLflow, MLOps, Docker, Kubernetes","Communication, Problem Solving, Analytical Skills"
101,AI Engineer,Junior,"• Assist in collecting, cleaning, and preprocessing datasets for ML models
• Build, train, and evaluate machine learning and deep learning models
• Support development and integration of AI features into existing products
• Work with frameworks like TensorFlow, PyTorch, or Scikit-learn
• Conduct exploratory data analysis (EDA) and document findings
• Help fine-tune and experiment with LLMs/NLP models (if applicable)
• Write clean, efficient, and well-documented Python code
• Collaborate with senior data scientists/engineers to understand business requirements
• Stay updated with the latest AI/ML research, tools, and best practices
Required Skills
• Strong foundation in Python programming
• Good understanding of Machine Learning concepts (supervised/unsupervised learning, regression, classification, clustering)
• Familiarity with libraries such as NumPy, Pandas, Scikit-learn
• Basic knowledge of Deep Learning (Neural Networks, CNNs, RNNs) is a plus
• Understanding of statistics and probability
• Familiarity with SQL and data handling
• Basic knowledge of Git/GitHub for version control ",2026,None,0-1,"Python, ML, TensorFlow/PyTorch, Scikit-Learn, LLMs, NLP, NumPy, Pandas, SQL, Git, Github","Communication, Problem Solving"
102,AI Engineer,Internship,"We are looking for candidates with strong programming skills, preferably in Python, hands-on experience with LLMs or AI systems, and a strong interest in agents, evaluation, alignment, interpretability, or enterprise AI.
You should be comfortable working on ambiguous problems, building prototypes quickly, reading papers or technical material, documenting findings clearly, and independently identifying high-value directions.
Bonus signals include experience with agent frameworks, long-horizon agents, evaluation pipelines, research projects, open-source tools, backend systems, enterprise data, or AI safety and interpretability. ",2026,Bachelors,0,"Python, ML, Agents, LangChain, LangGraph, LlamaIndex, LLMs","Communication, Problem Solving"
103,AI Engineer,Senior,"• 7–12 years of overall software/AI engineering experience
• Strong hands‑on experience with AWS Bedrock in real projects (not PoC-only exposure)
• Proven experience building agentic AI or tool‑using LLM workflows
• Solid experience with Python for GenAI development
• Hands‑on experience with RAG architectures , embeddings, and vector stores
• Strong AWS fundamentals: IAM, networking basics, serverless services
• Clear understanding of GenAI risks, hallucination management, prompt controls
Good‑to‑Have Skills
• Experience with frameworks like LangChain, LlamaIndex, Semantic Kernel
• Exposure to enterprise domains such as BFSI, healthcare, insurance, or pharma
• Experience in model evaluation, benchmarking, and observability
• Prior experience working on customer-facing or production AI platforms
Mandatory Skills:
• Hands‑on AWS Bedrock implementation (real project experience, not learning/demo)
• Agentic AI / LLM agents / tool‑calling workflows
• RAG architectures + vector databases
• Strong Python background ",2026,None,5-10,"Python, AWS/Azure, LLMs, GenAI, RAG, VectorDB, LangChain, LangGraph, LlamaIndex, Agents","Communication, Problem Solving"
104,AI Engineer,Senior,"• 4+ yrs building AI-powered products served in production.
• Strong Python; production LLM/RAG; embeddings + vector databases (HNSW/IVF indexing).
• Inference serving (FastAPI/Triton/TorchServe-class); latency/throughput optimization.
• NLP fundamentals; API design; caching and queueing.
Strong signals
• Learning-to-rank / recommendation systems; multilingual/low-resource NLP; semantic search; on-device inference integration; prompt/reasoning orchestration. ",2026,None,1-5,"Python, LLMs, VectorDB, RAG, APIs, NLP","Communication, Problem Solving"
105,AI Engineer,Senior,"-5+ years of professional experience as a Fullstack Developer building production applications
-Strong hands‑on experience with Microsoft Azure (App Services, Azure Functions, APIs, storage, authentication, etc.)
-Solid backend development experience (e.g., .NET, Java, Node.js, or Python) with API and service‑oriented architectures
-Frontend development experience with modern frameworks (React, Angular, or similar)
-Experience working on cloud‑based or AI‑adjacent products, including integration with AI/ML services or data‑driven platforms ",2026,None,5-10,"Python, .NET, Java, Javascript, React, APIs, AWS/Azure, ML","Communication, Problem Solving"
106,AI Engineer,Senior,"• 9–12 years of overall experience with strong ML engineering focus
• Hands-on experience in ML and DL frameworks (TensorFlow / PyTorch / scikit-learn)
• Experience working with LLMs and GenAI architectures
• Strong Python programming skills
• Experience deploying models on AWS (SageMaker, EC2, Lambda, S3)
• Experience building REST APIs for model serving
• Strong understanding of data preprocessing and feature engineering ",2026,None,5-10,"Python. ML, TensorFlow/PyTorch, Scikit-Learn, LLMs, GenAI, AWS/Azure, APIs","Communication, Problem Solving"
107,AI Engineer,Junior,"Strong understanding of AI/ML fundamentals, model development, and deployment strategies.
Hands-on experience training and fine-tuning models (e.g., regression, classification, ranking, NLP).
Familiarity with AdTech systems such as SSP, DSP, DMP, and RTB (Real-Time Bidding).
Experience with AWS AI/ML services (SageMaker, Comprehend, Bedrock, etc.) or other cloud ML platforms.
Proficiency in Python, TensorFlow, PyTorch, or similar frameworks.
Ability to analyze business and campaign data and convert them into scalable AI solutions.
Strong problem-solving skills, analytical mindset, and attention to detail.
Good to Have (Optional):
AWS Machine Learning Specialty or AI Practitioner certifications.
Experience with RAG systems, LLMs, or Generative AI for AdTech use cases.
Knowledge of MLOps and CI/CD pipelines for model deployment.
Exposure automated campaign optimization, bid strategy modeling, or user segmentation algorithms ",2026,None,0-1,"Python, ML, NLP, AWS/Azure, TensorFlow/PyTorch, Scikit-Learn, RAG, LLMs, GenAI, MLOps, CI/CD","Communication, Problem Solving"
108,AI Engineer,Junior,"Strong foundation in Computer Science and Software Development, including data structures, algorithms, and version control.Experience with Pattern Recognition and Neural Networks for real-world applications such as classification, prediction, and recommendation systems.Hands-on expertise in Natural Language Processing (NLP), including text analysis, conversational interfaces, and language models.Proficiency with programming languages commonly used in AI (such as Python or JavaScript) and relevant AI/ML libraries (e.g., TensorFlow, PyTorch, scikit-learn).Bachelors or Masters degree in Computer Science, Artificial Intelligence, Data Science, or a related field, or equivalent practical experience.Ability to work collaboratively on-site, communicate complex technical concepts clearly, and translate business needs into AI solutions.Experience deploying AI models into production environments and optimizing for scalability and performance is a plus.Familiarity with cloud platforms, APIs, and MLOps practices for model monitoring and continuous improvement is beneficial. ",2026,Bachelors/Masters,0-1,"Python, ML, NLP, Javascript, TensorFlow/PyTorch, Scikit-Learn, APUIs, MLOps, CI/CD","Communication, Problem Solving"
109,AI Engineer,Junior,"• Bachelor’s Degree in IT or equivalent Computer Science, Machine Learning, or related field.
• 5-8 years of professional experience in software development; you will be able to discuss in depth both the design and your significant contributions to one or more projects.
• Experience with open-source large language models and fine-tuning at scale
• Familiarity with vector databases, embedding models, and semantic search techniques
• Background in natural language processing (NLP) and understanding of transformer architecture internals
• Experience with model deployment, monitoring, and A/B testing in production environments
• Knowledge of responsible AI practices, including bias detection, fairness evaluation, and explainability
• Advanced expertise in enterprise automation frameworks and RPA (Robotic Process Automation) integration
• Experience with intelligent document understanding (IDP) platforms and layout analysis models
• Deep expertise in Oracle Cloud ecosystem, including OIC, VBCS, and APEX.
• Experience developing custom adapters and AI-connectors for OIC to integrate third-party systems
• Advanced PL/SQL performance tuning and database optimization on Oracle Database
• Certification in Oracle Cloud technologies (Oracle AI related, Integration Cloud, Oracle PAAS)
• Custom Role Development and Cloud System Administration services
• Good knowledge in any of (Order to Cash) or (Procure to Pay) custom development experience in automated AR/AP Invoices or Bank Statement integration
• Hands-on knowledge of Security roles in Fusion, page personalization, and Web Services is a definite plus.
• Determination, self-motivation, and an eagerness to take on new challenges.
• Ability to adapt quickly, working in a dynamic business environment.
• Excellent analytical and problem-solving skills. ",2026,Bachelors,0-1,"Python, ML, NLP, SQL","Communication, Problem Solving"
110,AI Engineer,Junior,"• Strong programming skills in Python.
• Experience with machine learning frameworks such as:
o TensorFlow
o PyTorch
o Scikit-learn
• Knowledge of deep learning architectures (CNN, RNN, Transformers).
• Experience with data processing tools such as Pandas, NumPy, and Spark.
• Familiarity with model deployment using Docker, FastAPI, or Flask.
• Understanding of MLOps practices.
• Experience with cloud platforms such as AWS, GCP, or Azure.
• Knowledge of Git and CI/CD pipelines.
Preferred Qualifications:
• Experience with LLMs and Generative AI.
• Knowledge of vector databases and embeddings.
• Familiarity with LangChain or LLM orchestration frameworks.
• Experience building AI-powered APIs or chatbots.
• Exposure to Kubernetes and scalable ML infrastructure.
Education
• Bachelor’s or Master’s degree in Computer Science, Artificial Intelligence, Data Science, or related field. ",2026,Bachelors/Masters,0-1,"Python. ML, LLMs, TensorFlow/PyTorch, Scikit-Learn, Pandas, NumPy, APIs, Docker, MLOps, Git, Github, CI/CD, AWS/Azure, GenAI, LangChain, LangGraph, LlamaIndex, Agents, GenAI, Kubernetes, ","Communication, Problem Solving"
111,AI Engineer,Senior,"• 5+ years of experience in Python-based application development.
• Hands-on experience building enterprise AI applications using LangGraph and LangChain.
• Experience integrating LLMs through AWS Bedrock.
• Strong knowledge of PostgreSQL and Snowflake.
• Experience designing scalable cloud-native applications on AWS.
• Excellent problem-solving and communication skills.
• Experience working in Agile/Scrum environments. ",2026,None,5-10,"Python, ML, LLMs, AWS/Azure, SQL, APIs, Agents, LangGraph, LangChain","Communication, Problem Solving"
112,AI Engineer,Junior,"• Bachelor's degree in Computer Science, Data Science, AI/ML, or a related field (or final-year student/intern).
• Strong foundation in Java and Python and familiarity with ML libraries like scikit-learn, TensorFlow, or PyTorch.
• Basic understanding of LLMs and their applications (e. g., chatbots, text classification, summarization), openAI or claude.
• Exposure to data analysis tools like Pandas, NumPy, and SQL.
• Familiarity with Git and version control practices.
• Willingness to learn and contribute in a fast-paced, collaborative environment.
• Academic or personal projects involving ML/AI or NLP.
• Experience with cloud platforms (AWS, GCP, or Azure) or Docker.
• Exposure to tools like LangChain, Hugging Face Transformers, or vector databases.
• Participation in AI/ML competitions (e. g., Kaggle) or open-source contributions. ",2026,Bachelors,0-1,"Python, ML, Java, Pandas, NumPy, SQL, Git, Github, NLP, AWS/Azure, Docker, LangChain, LangGraph, Agents, OpenAI, LLMs, TensorFlow/Pytorch, Scikit-Learn","Communication, Problem Solving"
113,AI Developer,Junior,"1. 1-2 years of software engineering experience, ideally in a product-focused or startup environment. 2. Strong Python skills: You write clean, maintainable code and have experience with modern backend frameworks. 3. Database Fundamentals: Comfortable writing SQL and working with relational databases (especially PostgreSQL). You aren't afraid of complex queries or working with JSON/JSONB data types. 4. AI/ML Basics: Practical experience working with LLM APIs (OpenAI, Anthropic, etc.) and a foundational understanding of text embeddings, tokenization, and semantic search. ",2026,Bachelors,0-1,"Python, SQL, APIs, OpenAI, LLMs","Communication, Problem Solving"
114,AI Engineer,Junior,"- Minimum bachelors degree in computer science, Mathematics, Engineering, Statistics, or a related field.
- At least 1 year of experience in Natural Language Processing (NLP), Machine Learning, Generative AI specifically with Large Language Models (LLM).
- Proficiency in Python and other applicable full-stack software programming languages.
- Strong knowledge of machine learning, language modeling, data mining, and predictive modeling.
- Excellent understanding of data science algorithms, processes, tools, and platforms.
- Strong problem-solving mindset, with the ability to work in ambiguous and fast-paced environments.
- Knowledge of API integration, containerization (e.g., Docker), cloud platforms (e.g., Azure, AWS, GCP), automated testing frameworks, and CI/CD practices. ",2026,Bachelors,0-1,"Python, NLP, ML, APIs, Docker, AWS/Azure, CI/CD","Communication, Problem Solving"
115,AI Engineer,Junior,"• Bachelor's degree in Computer Science, Data Science, AI/ML, or a related field (or final-year student/intern).
• Strong foundation in Java and Python and familiarity with ML libraries like scikit-learn, TensorFlow, or PyTorch.
• Basic understanding of LLMs and their applications (e. g., chatbots, text classification, summarization), openAI or claude.
• Exposure to data analysis tools like Pandas, NumPy, and SQL.
• Familiarity with Git and version control practices.
• Willingness to learn and contribute in a fast-paced, collaborative environment.
• Academic or personal projects involving ML/AI or NLP.
• Experience with cloud platforms (AWS, GCP, or Azure) or Docker.
• Exposure to tools like LangChain, Hugging Face Transformers, or vector databases.
• Participation in AI/ML competitions (e. g., Kaggle) or open-source contributions ",2026,Bachelors,0-1,"Python, NLP, SQL, Git, Github, Pandas, NumPy, TensorFlow/PyTorch, Scikit-Learn, LLMs, OpenAI, AWS/Azure, Docker, LangChain, LangGraph, Hugging Face, VectorDB","Communication, Problem Solving"
116,AI Engineer,Internship,"• Currently pursuing or recently completed a degree in Computer Science, Engineering, Human-Computer Interaction (HCI), Data Science, or a related field.
• Programming experience in Java and/or Python.
• Understanding of software engineering fundamentals (data structures, APIs, modular design).
• Basic familiarity with UX principles such as usability, accessibility, and user-centered design.
• Strong interest in AI, machine learning, or Generative AI technologies. ",2026,Bachelors,0,"Python, Java, Full Stack, ML, GenAI, APIs","Communication, Problem Solving"
117,AI Engineer,Junior,"Solid programming experience in Python / R / C / C++ .
Robust understanding of:
Machine Learning algorithms
Deep Learning architectures
Model evaluation techniques
Data preprocessing
Hands-on experience with:
TensorFlow
Keras
PyTorch
Experience working with Computer Vision, NLP, and Predictive Analytics projects.
Solid problem-solving and analytical skills.
Ability to convert business problems into AI/ML solutions.
Experience deploying ML models into production environments.
Knowledge of MLOps, APIs, cloud platforms, or model monitoring is a plus.",2026,Bachelors,0-1,"Python, C, C++, R, ML, TensorFlow/PyTorch, NLP, MLOps, APIs, AWS/Azure","Communication, Problem Solving"
118,AI Engineer,Junior,"Strong understanding of
AI agents
and experience in building agents/skills
Hands-on experience with
LLM integration
and advanced prompt engineering
Expertise in
time-series forecasting
or predictive modeling (preferably in automotive/fleet domains)
Proficiency in Python ML ecosystem:
scikit-learn, pandas , and ideally
PyTorch/TensorFlow
Solid knowledge of
RAG (Retrieval-Augmented Generation)
frameworks
Experience in
model evaluation , experimentation, and A/B testing ",2026,Bachelors,0-1,"Python, Agents, LangChain, LangGraph, LlamaIndex, LLMs, ML, Pandas, Scikit-Learn, TensorFlow/PyTorch, RAG","Communication, Problem Solving"
119,AI Engineer,Junior,"• Strong production-level software engineering skills, with depth in either Python/backend systems or React/TypeScript/frontend systems, and willingness to work across both
• Ability to take clear product goals, make good technical decisions, and ship reliable software without heavy process
• Experience using AI coding tools such as Cursor, Claude Code, or similar tools in real development work
• Genuine interest in AI systems and hardware design
• Clear written and verbal communication
• Experience with LLM applications, agents, evals, LangChain, tool use, or prompt engineering
• Experience building desktop apps, Electron apps, complex frontend state, or developer tools
• Hardware project experience: robots, drones, embedded systems, PCBs, Formula Student, KiCad/Altium, firmware, or electronics prototyping
• ECE or CS background, or equivalent demonstrated experience across software and hardware
• Examples of shipped products, side projects, open-source work, research papers, or technical demos you can walk us through ",2026,Bachelors,0-1,"Python, React, LLMs, Agents, LangChain, LangGraph, LlamaIndex, Prompt Engineering","Communication, Problem Solving"
120,AI Developer,Internship,"Bachelor's Degree in Computer Science, Information Technology, Artificial Intelligence, Data Science, or a related field
Fresh graduates are encouraged to apply
Candidates who have completed AI/ML courses, certifications, bootcamps, or training programs can also apply
Internship experience in AI, ML, Data Science, or related domains will be an added advantage
Basic knowledge of Machine Learning concepts and algorithms
Familiarity with Python programming
Understanding of AI frameworks and libraries such as TensorFlow, PyTorch, Scikit-learn, or similar tools
Basic understanding of data structures, databases, and APIs
Strong analytical and problem-solving skills
Passion for learning and exploring emerging AI technologies",2026,Bachelors,0,"Python, TensorFlow/PyTorch, Scikit-Learn, APIs, SQL","Communication, Problem Solving"
121,AI Engineer,Junior,"Generative AI & NLP Expertise: Extensive experience in developing and deploying Generative AI applications and NLP frameworks, with hands-on knowledge of LLM fine-tuning, model customization, and AI-powered automation.
Hands-On Data Science Experience: 4+ years of experience in data science, with a proven ability to build and operationalize machine learning and NLP models in real-world environments.
AI Innovation: Deep knowledge of the latest developments in Generative AI and NLP, with a passion for experimenting with cutting-edge research and incorporating it into practical solutions.
Problem-Solving Mindset: Strong analytical skills and a solution-oriented approach to applying data science techniques to complex business problems.
Communication Skills: Exceptional ability to translate technical AI concepts into business insights and recommendations for non-technical stakeholders.",2026,Bachelors,0-1,"Python, ML, NLP, GenAI, LLMs","Communication, Problem Solving"
122,AI Engineer,Internship,"• Collaborate with senior engineers to design and implement AI algorithms.
• Assist in testing and debugging AI models to ensure accuracy and efficiency.
• Research and experiment with new AI technologies to enhance product performance.
• Participate in team meetings and brainstorming sessions to contribute ideas and insights.
• Analyze data sets and generate reports to support decision-making processes.
• Help in optimizing and fine-tuning AI models to improve overall system performance.
• Stay updated on the latest trends and advancements in the AI industry to enhance your skills and knowledge. ",2026,Bachelors,0,"Python, ML","Communication, Problem Solving"
123,AI Engineer,Junior,"• Minimum 1 year of hands-on experience building AI use cases
• Proven experience creating multiple AI workflows
• Experience building or working with AI agents and agentic workflows
• Strong understanding of Large Language Models and their practical applications
• Good knowledge of Retrieval-Augmented Generation
• Strong proficiency in Python
• Experience connecting AI models with APIs, databases, documents or business systems
• Ability to take a requirement from idea to working solution
• Understanding of prompt engineering, structured outputs and function or tool calling
• Ability to independently take a business requirement and convert it into a working AI solution
• Strong problem-solving and experimentation skills
What Matters Most
We are specifically looking for someone who can demonstrate:
• Workflows they have personally built
• AI agents they have worked with or developed
• How they have used LLMs in practical applications
• The business problem solved and the final outcome ",2026,Bachelors,0-1,"Python, ML, Agents, LLMs, RAG, LangChain, LangGraph, APIs, SQL, VectorDB","Communication, Problem Solving"
124,AI Developer,Junior,"• 1+ years of experience in Generative AI or LLM application development.
• Hands-on experience with LangChain, LangGraph, CrewAI, AutoGen, or similar frameworks.
• Strong Python programming skills.
• Good understanding of APIs, JSON, vector databases, and embeddings.
• Familiarity with prompt engineering and RAG concepts.
• Passion for building real-world AI products.
Good to Have
• Experience with LangSmith.
• Knowledge of MCP, tool calling, and AI orchestration.
• Experience with Azure AI, OpenAI, or Anthropic APIs.
• Knowledge of Docker and cloud deployment.
• Experience using Cursor, Codex, or Claude Code. ",2026,Bachelors,1-5,"Python, GenAI, LLMs, Agents, LangChain, LangGraph, CrewAI, AutoGen, APIs, VectorDB, RAG, MCP, OpenAI, Docker, AWS/Azure","Communication, Problem Solving"
125,AI Engineer,Junior,"• Strong experience with React.js, Next.js, Node.js, TypeScript, Python, FastAPI, REST APIs, SQL/NoSQL databases, and Git.
• Understanding of Machine Learning algorithms, model deployment, and software development best practices.
• Experience with OpenAI, Gemini, Claude, and similar AI/ML frameworks.
• Familiarity with LangChain, LangGraph, RAG, Vector Databases, Prompt Engineering, and AI Agents.
• Experience using GitHub Copilot, Cursor, Claude Code, or similar AI development tools.
Preferred Skills
• Experience with AWS/GCP/Azure, MLOps, and cloud deployment.
• Strong analytical thinking, debugging, and problem-solving skills. ",2026,Bachelors,0-1,"Python, SQL, Javascript, React, APIs, Git, Github, ML, Agents, OpenAI, LangChain, LangGraph, VectorDB, RAG, Prompt Engineering, AWS/Azure, MLOps","Communication, Problem Solving"
126,AI Engineer,Junior,"Strong experience with machine learning and natural language processing.
Experience working with large language models (LLMs), prompt engineering, retrieval-augmented systems, or conversational AI.
Proficiency in Python and modern ML frameworks such as PyTorch or TensorFlow.
Experience developing mobile or cross-platform applications.
Understanding of healthcare data privacy, security, and ethical AI principles.
Ability to work effectively in multidisciplinary clinical and technical teams.
Preferred Qualifications
Experience in digital health, health technology, medical devices, or assistive technologies.
Familiarity with speech-language pathology, aphasia, neuro-oncology, or neurological disorders.
Experience with user-centered design and accessibility-focused product development.
Knowledge of clinical research methodologies and healthcare regulations.
Experience deploying AI systems in real-world healthcare environments. ",2026,Bachelors,0-1,"Python, ML, Prompt Engineering, LLMs, RAG, GenAI, TensorFlow/PyTorch","Communication, Problem Solving"
127,AI Engineer,Internship,"• Foundational knowledge of programming concepts (e.g., Python or similar languages) and familiarity with data structures.
• Basic understanding of artificial intelligence and machine learning principles, such as supervised learning, classification, or recommendation systems.
• Ability to work with datasets, including data collection, cleaning, and simple analysis using tools like spreadsheets or basic libraries.
• Strong analytical and problem-solving skills, with attention to detail and an interest in education technology.
• Effective written and verbal communication skills, with the ability to collaborate in a remote, cross-functional team environment.
• Current enrollment in or recent completion of a degree program in Computer Science, Data Science, Engineering, Mathematics, or a related field is preferred.
• Interest in K–12 education, student development, and building inclusive, learner-focused technology solutions.
• Self-motivated, organized, and able to manage tasks independently in a remote setting. ",2026,Bachelors,0,"Python, ML, Pandas, NumPy, LLMs","Communication, Problem Solving"
128,AI Engineer,Junior,"• Bachelor’s degree in Computer Science, Artificial Intelligence, Data Science, or a related field; or High School Diploma/General Education Degree and 4+ years of relevant as outlined in the essential duties in lieu of Bachelor’s Degree.
• Professional experience in AI/ML model development.
• Demonstrated ability working with machine learning frameworks, programming languages like Python, and cloud platforms.
• Demonstrated ability to learn new technologies.
• Demonstrated understanding of ethical considerations in AI systems.
• Strong analytical and problem-solving skills with understanding of AI/ML techniques.
Preferred Qualifications:
• Experience deploying Gen AI solutions at scale.
• Experience fine tuning LLMs, SLMs, teacher-student frameworks and model distillation.
• Familiarity with human in the loop methods for aligning LLMs with human preferences.
• Familiarity with agentic framework platforms and concepts. Experience deploying agentic-based solutions is a plus. ",2026,Bachelors,0-1,"Python, ML, GenAI, LLMs","Communication, Problem Solving"
129,AI Developer,Junior,"Node.js / Express · Claude API (Anthropic) · Supabase · Wati (WhatsApp Business API) · node-cron · Jest · DigitalOcean VPS
You're right for this if you:
• Have shipped production Node.js APIs that real users hit
• Are comfortable with webhooks, async JavaScript, and third-party API integrations
• Have worked with PostgreSQL or Supabase
• Can deploy a backend to a VPS without hand-holding
• Write tests and don't consider them optional
• (Bonus if you've built with Claude / OpenAI or WhatsApp Business API before) ",2026,Bachelors,0-1,"Python, Javascript, APIs, SQL, OpenAI, GenAI","Communication, Problem Solving"
130,AI Engineer,Junior,"• 0–4 years of experience in Machine Learning, NLP, Speech AI, or Applied AI.
• Strong proficiency in Python.
• Experience with PyTorch, TensorFlow, or similar ML frameworks.
• Knowledge of NLP frameworks such as Hugging Face, spaCy, or NLTK.
• Understanding of model training, evaluation, and deployment.
• Strong analytical and problem-solving skills.
Good to Have
• Experience with Whisper, Wav2Vec2, Kaldi, DeepSpeech, or similar speech technologies.
• Experience with LLMs and Generative AI applications.
• Familiarity with FastAPI, Docker, and cloud platforms (AWS/GCP/Azure).
• Exposure to MLOps and production ML systems.
• Understanding of language assessment, educational testing, or communication evaluation platforms. ",2026,Bachelors,0-1,"Python, ML, NLP, TensorFlow/PyTorch, Huging Face, LLMs, GenAI, APIs, Docker, AWS/Azure, MLOps","Communication, Problem Solving"
